9.937838885782676046e-01,7.510459746850316762e-04,1.777959633515604796e-07,1.801830700572138594e-02,6.235511881065645794e-03
9.937542757645972946e-01,7.514151963059907376e-04,1.776593160952752959e-07,1.800082477074239906e-02,6.265310366653259466e-03
9.937260065005285581e-01,7.519420615201673425e-04,1.774992457610492386e-07,1.797918887810713573e-02,6.293757707060002211e-03
9.936983712658243872e-01,7.525774395202987788e-04,1.773222570148273221e-07,1.795480183631481194e-02,6.321567806417856261e-03
9.936708309659935123e-01,7.532324447186332849e-04,1.771448640653061595e-07,1.792962459337830300e-02,6.349283139634965753e-03
9.936432512135912054e-01,7.538109381228274078e-04,1.769871646653800427e-07,1.790555328319044445e-02,6.377038945978198356e-03
9.936160296355066590e-01,7.543103051078598820e-04,1.768503249134308370e-07,1.788276097170223011e-02,6.404435047079427151e-03
9.935898094513190282e-01,7.547828736860523902e-04,1.767254738912412490e-07,1.786013345784608075e-02,6.430824043803794708e-03
9.935650118830398059e-01,7.552046774383181036e-04,1.766214043162875952e-07,1.783756673042051488e-02,6.455781906185003617e-03
9.935416840772529623e-01,7.555289062610829904e-04,1.765506641762821173e-07,1.781537718333282838e-02,6.479261073997521700e-03
9.935195605289692811e-01,7.557822675900205444e-04,1.765076515243253712e-07,1.779281267113769563e-02,6.501528679834682814e-03
9.934980431059104999e-01,7.560184743361972846e-04,1.764777562477976246e-07,1.776913345150047535e-02,6.523186689326154579e-03
9.934762707666223713e-01,7.562765923954206486e-04,1.764462873739212116e-07,1.774444421269106772e-02,6.545101758018276837e-03
9.934533753549655843e-01,7.565431133832914001e-04,1.764094519221701660e-07,1.771992752851836092e-02,6.568147779504232738e-03
9.934286916810823875e-01,7.567129268394277852e-04,1.763852767328934803e-07,1.769812026388588311e-02,6.592994421681932886e-03
9.934020410459866168e-01,7.566704262044739258e-04,1.763967309180702003e-07,1.768145542898444389e-02,6.619821704608837114e-03
9.933743885287369402e-01,7.564129347404365640e-04,1.764484282341775151e-07,1.766970630530426828e-02,6.647658271260054215e-03
9.933470349890366480e-01,7.560828614889927076e-04,1.765179645266924133e-07,1.765927174706350203e-02,6.675194632803473430e-03
9.933200291066091037e-01,7.558723175101044606e-04,1.765677637003797907e-07,1.764583294765833393e-02,6.702381757327029524e-03
9.932929108058790035e-01,7.558997096268685323e-04,1.765717165636840713e-07,1.762708696152092552e-02,6.729682798397444363e-03
9.932654990603921874e-01,7.561630046405427418e-04,1.765291013487930545e-07,1.760326120514333140e-02,6.757280019151100901e-03
9.932373363614810380e-01,7.565541217681112131e-04,1.764599701904652085e-07,1.757681284857859003e-02,6.785634067693956800e-03
9.932077426683532106e-01,7.569474142306649618e-04,1.763862759660435052e-07,1.755076244844152103e-02,6.815429699541447790e-03
9.931763627366748670e-01,7.573007565116236664e-04,1.763137716861392932e-07,1.752639296748675912e-02,6.847024728514512770e-03
9.931433623851452230e-01,7.576625099840709077e-04,1.762331285457504764e-07,1.750272012076738160e-02,6.880252361624440358e-03
9.931092102427312440e-01,7.580960283763660225e-04,1.761351460516249993e-07,1.747797521664911508e-02,6.914640880877216331e-03
9.930743576142783136e-01,7.585859454433168314e-04,1.760259779109701308e-07,1.745212274933702346e-02,6.949735953679688459e-03
9.930397219674733655e-01,7.591068902072589880e-04,1.759139200196336650e-07,1.742552334196681776e-02,6.984613755679614996e-03
9.930068381164907088e-01,7.597525089165411104e-04,1.757863816132942209e-07,1.739577097218820978e-02,7.017728639939197974e-03
9.929765360101971972e-01,7.606213357849313890e-04,1.756290845972831429e-07,1.736019356274950617e-02,7.048244611714831083e-03
9.929484565957160669e-01,7.617004243524738705e-04,1.754471834965133476e-07,1.731845594829867219e-02,7.076523035711253760e-03
9.929213912055622204e-01,7.629151747196262143e-04,1.752544125638096419e-07,1.727184461021920303e-02,7.103781005497630981e-03
9.928936484487089764e-01,7.642034054334223775e-04,1.750572187073564736e-07,1.722213043567547008e-02,7.131721932825766004e-03
9.928641868133896153e-01,7.655661906118732584e-04,1.748497631483647769e-07,1.717005886031337455e-02,7.161394871588345513e-03
9.928333314871004012e-01,7.669905463840564347e-04,1.746321163304480889e-07,1.711662933875049072e-02,7.192472441064391708e-03
9.928029654219850952e-01,7.684621215595555284e-04,1.744106693054341544e-07,1.706228376498303279e-02,7.223058168334729919e-03
9.927760306607982255e-01,7.701104766065827159e-04,1.741736564298904541e-07,1.700309633284999636e-02,7.250188553216580477e-03
9.927543772597106075e-01,7.720881874205605009e-04,1.739038277652707373e-07,1.693457838586676090e-02,7.271999753893335257e-03
9.927382337322637751e-01,7.744639613505176125e-04,1.735907738595631647e-07,1.685523115637192412e-02,7.288261237172411790e-03
9.927272229911660029e-01,7.773054498093867311e-04,1.732205387913198098e-07,1.676422054139537626e-02,7.299352582086622229e-03
9.927200338353479037e-01,7.806608122349851858e-04,1.727822374532958800e-07,1.666106441917163811e-02,7.306594432297865496e-03
